Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2013-09-26,2013,West Hartford,202000.0,302500.0,Single Family,Detached House,3,1,933.0,1.020333,West
2013-09-26,2013,West Hartford,236900.0,340000.0,?,Detached House,3,3,1020.0,1.020333,East
2013-09-26,2013,Stamford,548740.0,640000.0,Single Family,Detached House,3,1,,1.020333,South
2013-09-26,2013,Norwalk,,615000.0,Single Family,Detached House,3,1,1066.0,1.020333,South
2013-09-27,2013,Stamford,613830.0,699000.0,Single Family,Detached House,3,3,,1.020333,South
2013-09-27,2013,West Hartford,134400.0,198000.0,Single Family,Detached House,3,2,917.0,1.020333,East
2013-09-27,2013,Bridgeport,,85000.0,Single Family,Detached House,3,1,1080.0,1.020333,East
2013-09-28,2013,Norwalk,1783250.0,2300000.0,Single Family,Detached House,3,1,1032.0,1.020333,West
2013-09-29,2013,West Hartford,125500.0,118000.0,Single Family,Detached House,3,2,975.0,1.020333,North
2013-09-29,2013,West Hartford,151700.0,255000.0,Single Family,Detached House,3,1,969.0,1.020333,East
2013-09-29,2013,Waterbury,108490.0,95750.0,Single Family,Detached House,3,2,,1.020333,East
2013-09-29,2013,Norwalk,474600.0,515000.0,?,Detached House,3,1,915.0,1.020333,South
2013-10-03,2013,Stamford,524370.0,282500.0,Single Family,Detached House,3,1,1012.0,1.020333,North
2013-10-03,2013,Fairfield,222180.0,235000.0,?,Duplex,4,3,1374.0,1.020333,South
2013-10-03,2013,Norwalk,221900.0,330000.0,Single Family,Detached House,3,1,1011.0,1.020333,West
2013-10-03,2013,Norwalk,308910.0,170000.0,Two Family,Duplex,4,4,,1.020333,East
2013-10-03,2013,Fairfield,681590.0,1287500.0,Single Family,Detached House,3,2,1021.0,1.020333,West
2013-10-04,2013,Norwalk,2595110.0,2800000.0,Single Family,Detached House,3,2,1036.0,1.020333,South
2013-10-05,2013,Bridgeport,,236000.0,Single Family,Detached House,3,1,1006.0,1.020333,North
2013-10-05,2013,Waterbury,125020.0,136500.0,Single Family,Detached House,3,3,952.0,1.020333,North
2013-10-06,2013,,138570.0,16000.0,Three Family,Triplex,6,5,1885.0,1.020333,South
2013-10-07,2013,Greenwich,1594040.0,3200000.0,?,Detached House,3,3,949.0,1.020333,West
2013-10-07,2013,Fairfield,283150.0,429000.0,Single Family,Detached House,3,3,999.0,1.020333,South
2013-10-07,2013,Waterbury,126150.0,25000.0,Two Family,Duplex,4,3,1323.0,1.020333,North
2013-10-11,2013,Stamford,724070.0,1087500.0,?,Detached House,3,2,1077.0,1.020333,East
2013-10-11,2013,Bridgeport,208430.0,128500.0,?,Duplex,4,3,1380.0,1.020333,West
2013-10-14,2013,Waterbury,97400.0,115000.0,Single Family,Detached House,3,3,,1.020333,South
2013-10-14,2013,Waterbury,120180.0,27300.0,Single Family,Detached House,3,1,1022.0,1.020333,South
2013-10-14,2013,Stamford,359440.0,350000.0,Single Family,Detached House,3,1,984.0,1.020333,South
2013-10-14,2013,Waterbury,132010.0,77500.0,Three Family,Triplex,6,5,,1.020333,South
2013-10-14,2013,Waterbury,123770.0,57000.0,Single Family,Detached House,3,2,1056.0,1.020333,West
2013-10-17,2013,Bridgeport,192300.0,240400.0,Three Family,Triplex,6,4,2033.0,1.020333,South
2013-10-17,2013,Waterbury,142300.0,15000.0,?,Triplex,6,6,1842.0,1.020333,North
2013-10-18,2013,Fairfield,795830.0,1100000.0,Single Family,Detached House,3,1,942.0,1.020333,North
2013-10-18,2013,Bridgeport,195650.0,360000.0,Four Family,Fourplex,8,7,2449.0,1.020333,South
2013-10-20,2013,Greenwich,1097740.0,1300000.0,Single Family,Detached House,3,3,1040.0,1.020333,South
2013-10-20,2013,Norwalk,,280000.0,Single Family,Detached House,3,2,,1.020333,South
2013-10-21,2013,Norwalk,283570.0,368000.0,Single Family,Detached House,3,3,,1.020333,West
2013-10-21,2013,Fairfield,5104610.0,5750000.0,?,Detached House,3,1,905.0,1.020333,West
2013-10-21,2013,Waterbury,99000.0,82000.0,Single Family,Detached House,3,2,928.0,1.020333,West
2013-10-24,2013,Bridgeport,232560.0,100000.0,?,Triplex,6,6,2141.0,1.020333,West
2013-10-24,2013,,304150.0,322000.0,Single Family,Detached House,3,3,1029.0,1.020333,East
2013-10-24,2013,Bridgeport,145040.0,130000.0,?,Detached House,3,1,995.0,1.020333,West
2013-10-24,2013,Bridgeport,,245000.0,Two Family,Duplex,4,3,1278.0,1.020333,East
2013-10-25,2013,Bridgeport,,140000.0,Single Family,Detached House,3,1,1008.0,1.020333,West
2013-10-25,2013,Stamford,443860.0,300000.0,Single Family,Detached House,3,1,1061.0,1.020333,West
2013-10-26,2013,Norwalk,255430.0,321500.0,Single Family,Detached House,3,1,1005.0,1.020333,West
2013-10-26,2013,Stamford,381950.0,440000.0,Single Family,Detached House,3,3,,1.020333,East
2013-10-27,2013,Bridgeport,136780.0,180000.0,Single Family,Detached House,3,3,1036.0,1.020333,North
2013-10-27,2013,Waterbury,152780.0,21500.0,?,Fourplex,8,7,2408.0,1.020333,East
2013-10-28,2013,Fairfield,289660.0,483000.0,Single Family,Detached House,3,3,930.0,1.020333,East
2013-10-28,2013,Waterbury,131500.0,60000.0,Single Family,Detached House,3,3,1018.0,1.020333,North
2013-10-28,2013,Fairfield,246540.0,83333.0,Single Family,Detached House,3,3,938.0,1.020333,North
2013-10-31,2013,Fairfield,282590.0,415000.0,Single Family,Detached House,3,2,,1.020333,North
2013-10-31,2013,Stamford,611520.0,640000.0,Single Family,Detached House,3,3,,1.020333,South
2013-10-31,2013,Bridgeport,,30000.0,Single Family,Detached House,3,3,943.0,1.020333,North
2013-10-31,2013,Bridgeport,139490.0,145000.0,Single Family,Detached House,3,2,1067.0,1.020333,East
2013-10-31,2013,Stamford,263510.0,225000.0,?,Detached House,3,1,909.0,1.020333,North
2013-11-01,2013,Bridgeport,120190.0,93000.0,Single Family,Detached House,3,3,974.0,1.020333,East
2013-11-01,2013,Stamford,540940.0,140000.0,Two Family,Duplex,4,2,,1.020333,East
2013-11-01,2013,Bridgeport,,60000.0,?,Duplex,4,3,1434.0,1.020333,East
2013-11-01,2013,Norwalk,243810.0,250000.0,?,Duplex,4,2,1233.0,1.020333,West
2013-11-02,2013,Stamford,280460.0,130000.0,Two Family,Duplex,4,3,,1.020333,South
2013-11-02,2013,Norwalk,258370.0,295000.0,Single Family,Detached House,3,2,928.0,1.020333,West
2013-11-07,2013,Bridgeport,103280.0,90000.0,Single Family,Detached House,3,2,915.0,1.020333,North
2013-11-07,2013,Stamford,448570.0,476000.0,?,Detached House,3,1,1000.0,1.020333,East
2013-11-07,2013,Waterbury,157680.0,149000.0,Three Family,Triplex,6,6,2060.0,1.020333,West
2013-11-09,2013,Bridgeport,173190.0,165000.0,Two Family,Duplex,4,2,1382.0,1.020333,North
2013-11-09,2013,Waterbury,170600.0,168000.0,Single Family,Detached House,3,2,,1.020333,North
2013-11-09,2013,,308350.0,500000.0,Single Family,Detached House,3,2,1089.0,1.020333,South
2013-11-10,2013,Greenwich,1099700.0,2315000.0,Single Family,Detached House,3,2,,1.020333,North
2013-11-14,2013,Bridgeport,174580.0,20000.0,Two Family,Duplex,4,2,1475.0,1.020333,North
2013-11-14,2013,Stamford,419060.0,345734.0,Single Family,Detached House,3,2,1077.0,1.020333,East
2013-11-14,2013,Bridgeport,141160.0,45000.0,Two Family,Duplex,4,4,1365.0,1.020333,South
2013-11-15,2013,Norwalk,378980.0,500000.0,Single Family,Detached House,3,1,980.0,1.020333,East
2013-11-15,2013,,318150.0,44000.0,?,Detached House,3,1,945.0,1.020333,North
2013-11-15,2013,Stamford,351610.0,200000.0,Single Family,Detached House,3,3,955.0,1.020333,East
2013-11-16,2013,Waterbury,165540.0,248129.0,Single Family,Detached House,3,3,1034.0,1.020333,East
2013-11-16,2013,Bridgeport,,245000.0,Single Family,Detached House,3,1,1041.0,1.020333,South
2013-11-16,2013,Waterbury,138180.0,173000.0,Single Family,Detached House,3,1,1013.0,1.020333,West
2013-11-17,2013,Greenwich,910000.0,1300000.0,Single Family,Detached House,3,2,1068.0,1.020333,West
2013-11-17,2013,Bridgeport,150810.0,80199.0,?,Duplex,4,4,1252.0,1.020333,South
2013-11-17,2013,Stamford,243140.0,125000.0,Single Family,Detached House,3,1,974.0,1.020333,South
2013-11-17,2013,Waterbury,105200.0,100000.0,Single Family,Detached House,3,2,1017.0,1.020333,West
2013-11-18,2013,Fairfield,425530.0,675000.0,Single Family,Detached House,3,3,1063.0,1.020333,North
2013-11-18,2013,Fairfield,432180.0,31250.0,Single Family,Detached House,3,3,1100.0,1.020333,North
2013-11-21,2013,Waterbury,148250.0,40000.0,Three Family,Triplex,6,5,1832.0,1.020333,East
2013-11-21,2013,Bridgeport,167130.0,85000.0,?,Triplex,6,6,2154.0,1.020333,South
2013-11-22,2013,Waterbury,120210.0,77900.0,Single Family,Detached House,3,1,,1.020333,South
2013-11-22,2013,,385000.0,512500.0,Single Family,Detached House,3,2,1017.0,1.020333,East
2013-11-22,2013,Greenwich,866180.0,1250000.0,?,Detached House,3,2,948.0,1.020333,East
2013-11-22,2013,Fairfield,378840.0,382000.0,?,Detached House,3,2,1098.0,1.020333,South
2013-11-22,2013,,383060.0,360000.0,Single Family,Detached House,3,3,1002.0,1.020333,South
2013-11-23,2013,Waterbury,121210.0,77140.0,Single Family,Detached House,3,1,928.0,1.020333,West
2013-11-23,2013,Greenwich,1464330.0,1650000.0,Single Family,Detached House,3,3,976.0,1.020333,West
2013-11-29,2013,Greenwich,1785420.0,4000000.0,Single Family,Detached House,3,2,986.0,1.020333,South
2013-11-29,2013,Waterbury,134260.0,80000.0,Single Family,Detached House,3,3,,1.020333,East
2013-11-30,2013,Waterbury,131890.0,190000.0,Two Family,Duplex,4,3,1439.0,1.020333,South
2013-11-30,2013,Bridgeport,119150.0,97000.0,Single Family,Detached House,3,2,1018.0,1.020333,East
2013-11-30,2013,Waterbury,,150000.0,Single Family,Detached House,3,3,907.0,1.020333,South
2013-11-30,2013,,254450.0,265000.0,Two Family,Duplex,4,4,1343.0,1.020333,West
2013-11-30,2013,Fairfield,,348000.0,Single Family,Detached House,3,2,968.0,1.020333,South
2013-12-01,2013,,120550.0,140000.0,?,Detached House,3,3,1051.0,1.020333,North
2013-12-01,2013,Fairfield,,360000.0,Single Family,Detached House,3,1,953.0,1.020333,North
2013-12-02,2013,Fairfield,387800.0,520000.0,?,Detached House,3,1,,1.020333,East
2013-12-02,2013,Bridgeport,190850.0,240000.0,Single Family,Detached House,3,3,1058.0,1.020333,North
2013-12-05,2013,Bridgeport,161170.0,92199.0,Single Family,Detached House,3,2,1089.0,1.020333,East
2013-12-05,2013,Bridgeport,377710.0,300000.0,Single Family,Detached House,3,2,977.0,1.020333,South
2013-12-05,2013,Fairfield,,175000.0,Single Family,Detached House,3,2,926.0,1.020333,West
2013-12-05,2013,Fairfield,,210000.0,Single Family,Detached House,3,2,1020.0,1.020333,North
2013-12-06,2013,,210060.0,21000.0,?,Detached House,3,1,1000.0,1.020333,South
2013-12-07,2013,Bridgeport,,105000.0,?,Detached House,3,2,992.0,1.020333,West
2013-12-08,2013,Stamford,473680.0,470000.0,Single Family,Detached House,3,1,1054.0,1.020333,South
2013-12-09,2013,Fairfield,564200.0,1087500.0,Single Family,Detached House,3,2,925.0,1.020333,East
2013-12-12,2013,Fairfield,202230.0,280000.0,Single Family,Detached House,3,2,1017.0,1.020333,West
2013-12-12,2013,Stamford,,425000.0,?,Detached House,3,1,1063.0,1.020333,North
2013-12-12,2013,Bridgeport,160170.0,39000.0,Single Family,Detached House,3,1,1087.0,1.020333,North
2013-12-12,2013,,471030.0,650000.0,Single Family,Detached House,3,1,925.0,1.020333,West
2013-12-12,2013,Stamford,376990.0,290000.0,?,Detached House,3,3,921.0,1.020333,West
2013-12-12,2013,Bridgeport,113310.0,50000.0,Single Family,Detached House,3,1,1094.0,1.020333,South
2013-12-13,2013,Fairfield,234700.0,220000.0,Two Family,Duplex,4,3,1469.0,1.020333,North
2013-12-13,2013,,444780.0,395099.0,Single Family,Detached House,3,1,988.0,1.020333,South
2013-12-13,2013,Fairfield,269500.0,255000.0,Single Family,Detached House,3,1,1050.0,1.020333,East
2013-12-14,2013,,,535000.0,Single Family,Detached House,3,1,956.0,1.020333,East
2013-12-14,2013,Waterbury,,30150.0,Three Family,Triplex,6,5,2080.0,1.020333,North
2013-12-14,2013,Waterbury,235130.0,241000.0,Single Family,Detached House,3,1,920.0,1.020333,West
2013-12-15,2013,Norwalk,316190.0,145000.0,?,Detached House,3,1,969.0,1.020333,North
2013-12-15,2013,,1043350.0,1501000.0,Single Family,Detached House,3,3,1065.0,1.020333,East
2013-12-15,2013,Bridgeport,148450.0,120000.0,Single Family,Detached House,3,1,1082.0,1.020333,North
2013-12-15,2013,Stamford,593860.0,650000.0,Single Family,Detached House,3,2,,1.020333,West
2013-12-15,2013,Bridgeport,,132000.0,Single Family,Detached House,3,2,1054.0,1.020333,East
2013-12-15,2013,Norwalk,388990.0,563000.0,?,Detached House,3,2,972.0,1.020333,North
2013-12-15,2013,Fairfield,2050440.0,5150000.0,Single Family,Detached House,3,3,,1.020333,East
2013-12-16,2013,Waterbury,109130.0,28500.0,Two Family,Duplex,4,2,1403.0,1.020333,North
2013-12-16,2013,,2164470.0,3247000.0,?,Detached House,3,1,990.0,1.020333,North
2013-12-20,2013,Bridgeport,204400.0,200000.0,Two Family,Duplex,4,4,1338.0,1.020333,West
2013-12-20,2013,Waterbury,95890.0,105000.0,Single Family,Detached House,3,3,1063.0,1.020333,North
2013-12-20,2013,Bridgeport,136220.0,38000.0,Three Family,Triplex,6,5,,1.020333,South
2013-12-21,2013,Stamford,315590.0,332000.0,?,Detached House,3,2,906.0,1.020333,South
2013-12-22,2013,Bridgeport,191640.0,110000.0,?,Duplex,4,3,1326.0,1.020333,North
2013-12-22,2013,Norwalk,224910.0,280000.0,?,Detached House,3,1,926.0,1.020333,West
2013-12-22,2013,Bridgeport,191640.0,110000.0,?,Duplex,4,3,1288.0,1.020333,West
2013-12-22,2013,Bridgeport,82200.0,45000.0,Single Family,Detached House,3,3,1053.0,1.020333,East
2013-12-23,2013,Waterbury,122340.0,50000.0,Four Family,Fourplex,8,6,2806.0,1.020333,South
2013-12-23,2013,Fairfield,593230.0,895000.0,?,Detached House,3,2,940.0,1.020333,South
2013-12-23,2013,Fairfield,358050.0,222900.0,?,Detached House,3,1,1067.0,1.020333,West
2013-12-27,2013,,199220.0,255000.0,Single Family,Detached House,3,3,989.0,1.020333,East
2013-12-27,2013,Bridgeport,198950.0,225000.0,Three Family,Triplex,6,4,2153.0,1.020333,North
2013-12-27,2013,Waterbury,108760.0,129850.0,Single Family,Detached House,3,3,991.0,1.020333,West
2013-12-27,2013,Fairfield,539210.0,770000.0,Single Family,Detached House,3,2,1043.0,1.020333,West
2013-12-28,2013,Bridgeport,158660.0,195000.0,Single Family,Detached House,3,3,1070.0,1.020333,West
2013-12-29,2013,Waterbury,,160000.0,Single Family,Detached House,3,2,937.0,1.020333,North
2013-12-30,2013,Stamford,529830.0,505000.0,?,Detached House,3,3,,1.020333,North
2013-12-30,2013,Norwalk,269570.0,299000.0,?,Detached House,3,1,925.0,1.020333,North
2013-12-30,2013,,272790.0,200000.0,Single Family,Detached House,3,2,1080.0,1.020333,East
2013-12-30,2013,Waterbury,96970.0,99500.0,Single Family,Detached House,3,2,1091.0,1.020333,West
2013-12-30,2013,Waterbury,106220.0,35000.0,Two Family,Duplex,4,2,,1.020333,North
2014-01-03,2014,Stamford,551910.0,627800.0,Single Family,Detached House,3,1,1001.0,1.350819,North
2014-01-03,2014,Greenwich,718410.0,840000.0,Single Family,Detached House,3,1,1026.0,1.350819,South
2014-01-03,2014,Bridgeport,132650.0,72000.0,Single Family,Detached House,3,1,1073.0,1.350819,East
2014-01-04,2014,Bridgeport,,65000.0,Single Family,Detached House,3,3,1020.0,1.350819,North
2014-01-04,2014,Bridgeport,142770.0,285000.0,Single Family,Detached House,3,3,1081.0,1.350819,South
2014-01-05,2014,,,321000.0,Single Family,Detached House,3,3,923.0,1.350819,North
2014-01-05,2014,Bridgeport,149240.0,75000.0,Single Family,Detached House,3,2,936.0,1.350819,North
2014-01-06,2014,Stamford,465710.0,427500.0,Single Family,Detached House,3,2,1077.0,1.350819,South
2014-01-06,2014,,,50000.0,Single Family,Detached House,3,2,1047.0,1.350819,South
2014-01-06,2014,Norwalk,203840.0,200000.0,Single Family,Detached House,3,3,1017.0,1.350819,South
2014-01-09,2014,Waterbury,,31500.0,Single Family,Detached House,3,1,942.0,1.350819,East
2014-01-09,2014,Waterbury,,159000.0,Single Family,Detached House,3,2,1099.0,1.350819,East
2014-01-09,2014,Stamford,332540.0,330000.0,Single Family,Detached House,3,3,910.0,1.350819,North
2014-01-09,2014,Bridgeport,144620.0,69900.0,Three Family,Triplex,6,5,1847.0,1.350819,South
2014-01-09,2014,Norwalk,320250.0,266000.0,?,Detached House,3,3,1004.0,1.350819,East
2014-01-11,2014,Greenwich,6721960.0,9250000.0,Single Family,Detached House,3,3,1012.0,1.350819,South
2014-01-12,2014,Bridgeport,240620.0,235000.0,Three Family,Triplex,6,6,1854.0,1.350819,North
2014-01-12,2014,Bridgeport,207480.0,120000.0,Three Family,Triplex,6,4,1990.0,1.350819,East
2014-01-12,2014,Fairfield,,690000.0,?,Detached House,3,1,1041.0,1.350819,East
2014-01-12,2014,,538020.0,500000.0,Single Family,Detached House,3,3,1051.0,1.350819,East
2014-01-12,2014,Bridgeport,,95000.0,Four Family,Fourplex,8,8,2896.0,1.350819,East
2014-01-13,2014,Waterbury,109460.0,120000.0,Single Family,Detached House,3,3,991.0,1.350819,East
2014-01-17,2014,Greenwich,,345000.0,Two Family,Duplex,4,2,,1.350819,North
2014-01-17,2014,Waterbury,,85000.0,Single Family,Detached House,3,2,941.0,1.350819,North
2014-01-17,2014,Waterbury,78750.0,98000.0,Single Family,Detached House,3,1,915.0,1.350819,East
2014-01-17,2014,,494200.0,405000.0,Single Family,Detached House,3,1,992.0,1.350819,East
2014-01-18,2014,Waterbury,101050.0,65000.0,Two Family,Duplex,4,4,1378.0,1.350819,South
2014-01-19,2014,Bridgeport,158280.0,135000.0,Single Family,Detached House,3,1,946.0,1.350819,East
2014-01-23,2014,Bridgeport,244270.0,140000.0,?,Detached House,3,1,1088.0,1.350819,West
2014-01-23,2014,Stamford,291370.0,280000.0,Single Family,Detached House,3,2,900.0,1.350819,West
2014-01-25,2014,Norwalk,2099020.0,2900000.0,Single Family,Detached House,3,3,1047.0,1.350819,South
2014-01-25,2014,,153870.0,102500.0,Single Family,Detached House,3,1,1092.0,1.350819,South
2014-01-25,2014,Fairfield,353500.0,300000.0,Single Family,Detached House,3,1,929.0,1.350819,East
2014-01-26,2014,Bridgeport,232270.0,185000.0,Three Family,Triplex,6,4,2033.0,1.350819,South
2014-01-26,2014,Fairfield,,350000.0,Single Family,Detached House,3,1,1081.0,1.350819,North
2014-01-26,2014,,1962990.0,1950000.0,Single Family,Detached House,3,1,963.0,1.350819,East
2014-01-26,2014,Waterbury,126730.0,180000.0,Single Family,Detached House,3,3,1008.0,1.350819,North
2014-01-26,2014,Bridgeport,144770.0,49000.0,Single Family,Detached House,3,2,929.0,1.350819,West
2014-01-27,2014,Greenwich,414750.0,335000.0,?,Detached House,3,2,1087.0,1.350819,West
2014-01-27,2014,Waterbury,124890.0,50000.0,Three Family,Triplex,6,5,,1.350819,West
2014-01-28,2014,Bridgeport,125870.0,75000.0,Single Family,Detached House,3,3,940.0,1.350819,North
2014-01-30,2014,Greenwich,2194010.0,5850000.0,Single Family,Detached House,3,3,985.0,1.350819,East
2014-01-30,2014,Bridgeport,189940.0,160000.0,?,Detached House,3,1,1061.0,1.350819,West
2014-01-30,2014,,148750.0,159900.0,Single Family,Detached House,3,1,,1.350819,South
2014-01-30,2014,,166510.0,125000.0,Two Family,Duplex,4,2,1203.0,1.350819,East
2014-01-31,2014,Bridgeport,142260.0,116500.0,Single Family,Detached House,3,3,,1.350819,North
2014-01-31,2014,Greenwich,,1750000.0,Single Family,Detached House,3,2,,1.350819,East
2014-01-31,2014,Fairfield,364630.0,325000.0,Single Family,Detached House,3,1,1046.0,1.350819,North
2014-01-31,2014,Stamford,451200.0,330000.0,?,Detached House,3,1,1066.0,1.350819,West
2014-01-31,2014,Fairfield,,395000.0,Single Family,Detached House,3,3,1046.0,1.350819,West
2014-02-01,2014,Greenwich,1011920.0,2195000.0,Single Family,Detached House,3,2,1052.0,1.350819,East
2014-02-02,2014,Stamford,261940.0,139120.0,Single Family,Detached House,3,3,1021.0,1.350819,East
2014-02-02,2014,Stamford,348660.0,220000.0,Single Family,Detached House,3,1,994.0,1.350819,North
2014-02-02,2014,Waterbury,93610.0,22500.0,Single Family,Detached House,3,1,1047.0,1.350819,South
2014-02-02,2014,Waterbury,125200.0,86533.0,Single Family,Detached House,3,3,1021.0,1.350819,East
2014-02-06,2014,Stamford,492210.0,25000.0,Single Family,Detached House,3,1,929.0,1.350819,West
2014-02-06,2014,Waterbury,96010.0,71000.0,?,Detached House,3,1,944.0,1.350819,North
2014-02-06,2014,Norwalk,263760.0,325000.0,Single Family,Detached House,3,3,1082.0,1.350819,South
2014-02-06,2014,,473760.0,7886.0,Single Family,Detached House,3,1,924.0,1.350819,East
2014-02-06,2014,Bridgeport,193770.0,88000.0,Three Family,Triplex,6,6,2003.0,1.350819,East
2014-02-08,2014,Bridgeport,144250.0,80000.0,Two Family,Duplex,4,3,1273.0,1.350819,East
2014-02-09,2014,Bridgeport,106940.0,32000.0,Single Family,Detached House,3,3,938.0,1.350819,South
2014-02-09,2014,Waterbury,,25000.0,?,Detached House,3,2,1069.0,1.350819,West
2014-02-09,2014,Norwalk,335300.0,175000.0,Two Family,Duplex,4,3,1383.0,1.350819,West
2014-02-13,2014,Bridgeport,132400.0,180000.0,Single Family,Detached House,3,3,942.0,1.350819,North
2014-02-13,2014,Bridgeport,124310.0,120000.0,Single Family,Detached House,3,3,,1.350819,North
2014-02-13,2014,Bridgeport,138530.0,55000.0,Two Family,Duplex,4,4,,1.350819,East
2014-02-13,2014,Bridgeport,,109000.0,Two Family,Duplex,4,2,,1.350819,East
2014-02-14,2014,Norwalk,,250000.0,Single Family,Detached House,3,3,994.0,1.350819,West
2014-02-14,2014,Bridgeport,179050.0,37500.0,Two Family,Duplex,4,3,1278.0,1.350819,East
2014-02-15,2014,Norwalk,485030.0,650000.0,Single Family,Detached House,3,3,944.0,1.350819,West
2014-02-17,2014,Waterbury,86560.0,39000.0,Single Family,Detached House,3,2,952.0,1.350819,East
2014-02-21,2014,Norwalk,410620.0,249900.0,Three Family,Triplex,6,6,1941.0,1.350819,East
2014-02-22,2014,Bridgeport,205120.0,180000.0,Two Family,Duplex,4,2,1444.0,1.350819,North
2014-02-23,2014,Fairfield,371140.0,426000.0,Single Family,Detached House,3,3,947.0,1.350819,East
2014-02-23,2014,Bridgeport,179290.0,92699.0,Four Family,Fourplex,8,7,,1.350819,South
2014-02-27,2014,Norwalk,413490.0,465000.0,Single Family,Detached House,3,2,,1.350819,West
2014-02-27,2014,,130630.0,68000.0,Three Family,Triplex,6,4,1994.0,1.350819,West
2014-02-28,2014,Fairfield,1417920.0,450000.0,Single Family,Detached House,3,3,1094.0,1.350819,South
2014-02-28,2014,,,130000.0,?,Detached House,3,1,1061.0,1.350819,East
2014-02-28,2014,Bridgeport,132280.0,115000.0,Single Family,Detached House,3,3,1077.0,1.350819,West
2014-02-28,2014,Bridgeport,138690.0,115000.0,Two Family,Duplex,4,2,1353.0,1.350819,North
2014-02-28,2014,Waterbury,90040.0,92000.0,?,Detached House,3,3,1047.0,1.350819,West
2014-02-28,2014,,,240000.0,Two Family,Duplex,4,3,1294.0,1.350819,South
2014-02-28,2014,Waterbury,,105000.0,Two Family,Duplex,4,2,1293.0,1.350819,North
2014-02-28,2014,Greenwich,1349040.0,1150000.0,Single Family,Detached House,3,2,1081.0,1.350819,West
2014-02-28,2014,Bridgeport,128750.0,92000.0,?,Detached House,3,3,1034.0,1.350819,West
2014-03-01,2014,Bridgeport,,90000.0,Single Family,Detached House,3,1,952.0,1.350819,East
2014-03-01,2014,Bridgeport,153220.0,110000.0,Single Family,Detached House,3,2,1011.0,1.350819,East
2014-03-02,2014,Fairfield,319200.0,1250000.0,Single Family,Detached House,3,2,901.0,1.350819,North
2014-03-02,2014,Greenwich,519260.0,717500.0,Single Family,Detached House,3,1,987.0,1.350819,South
2014-03-05,2014,Norwalk,668105.0,630000.0,Single Family,Detached House,3,2,979.0,1.350819,East
2014-03-05,2014,Bridgeport,165320.0,99999.0,Two Family,Duplex,4,2,1264.0,1.350819,South
2014-03-06,2014,Norwalk,315420.0,375000.0,Two Family,Duplex,4,2,1362.0,1.350819,East
2014-03-06,2014,Fairfield,262780.0,260000.0,Single Family,Detached House,3,2,,1.350819,South
2014-03-06,2014,Bridgeport,140080.0,50199.0,Single Family,Detached House,3,3,954.0,1.350819,South
2014-03-06,2014,Norwalk,303520.0,300000.0,Single Family,Detached House,3,1,984.0,1.350819,East
2014-03-07,2014,Bridgeport,173300.0,115000.0,Three Family,Triplex,6,6,1818.0,1.350819,East
2014-03-08,2014,Norwalk,234850.0,175000.0,Single Family,Detached House,3,1,1081.0,1.350819,South
2014-03-08,2014,Greenwich,287350.0,450000.0,Single Family,Detached House,3,1,1011.0,1.350819,West
2014-03-09,2014,Waterbury,95590.0,104000.0,Single Family,Detached House,3,3,,1.350819,South
2014-03-12,2014,Waterbury,116750.0,115000.0,Three Family,Triplex,6,5,1901.0,1.350819,North
2014-03-12,2014,Bridgeport,66300.0,35000.0,Single Family,Detached House,3,3,1005.0,1.350819,North
2014-03-14,2014,Stamford,415110.0,510256.0,Single Family,Detached House,3,2,907.0,1.350819,North
2014-03-14,2014,Waterbury,171750.0,120000.0,Single Family,Detached House,3,2,1049.0,1.350819,South
2014-03-14,2014,Norwalk,441280.0,520000.0,Single Family,Detached House,3,3,966.0,1.350819,West
2014-03-15,2014,Bridgeport,277840.0,210000.0,Single Family,Detached House,3,3,1063.0,1.350819,West
2014-03-15,2014,Bridgeport,117070.0,183000.0,?,Detached House,3,1,,1.350819,South
2014-03-15,2014,Norwalk,244650.0,221000.0,Single Family,Detached House,3,1,1078.0,1.350819,South
2014-03-16,2014,Waterbury,163200.0,140000.0,?,Triplex,6,4,1860.0,1.350819,West
2014-03-16,2014,Greenwich,1018710.0,1339000.0,Single Family,Detached House,3,3,,1.350819,South
2014-03-16,2014,Fairfield,469140.0,770000.0,Single Family,Detached House,3,2,954.0,1.350819,North
2014-03-19,2014,Norwalk,431970.0,625000.0,Single Family,Detached House,3,3,970.0,1.350819,North
2014-03-19,2014,Fairfield,247100.0,275000.0,Two Family,Duplex,4,4,1261.0,1.350819,West
2014-03-19,2014,Stamford,181440.0,370000.0,?,Detached House,3,1,1091.0,1.350819,West
2014-03-19,2014,Stamford,976630.0,1250000.0,Single Family,Detached House,3,1,1095.0,1.350819,West
2014-03-20,2014,,160450.0,89000.0,Three Family,Triplex,6,6,,1.350819,South
2014-03-20,2014,Bridgeport,82880.0,68429.0,Single Family,Detached House,3,1,1049.0,1.350819,East
2014-03-20,2014,Bridgeport,,90000.0,Single Family,Detached House,3,2,918.0,1.350819,East
2014-03-21,2014,Waterbury,143210.0,22000.0,Three Family,Triplex,6,4,1945.0,1.350819,North
2014-03-22,2014,Greenwich,1733270.0,2600000.0,Single Family,Detached House,3,3,953.0,1.350819,West
2014-03-22,2014,Waterbury,64200.0,10000.0,Three Family,Triplex,6,6,1952.0,1.350819,North
